question,rank,article_id,article,score,snippet,answer,start_idx,end_idx,longer_answer
Who is the federal judge that ordered President Trump's golf resort to pay $5.7 million for refusing to refund deposits to members?,3,17940,"? The resort doubles its initiation fee to $200, 000 leading to charges that the Trump Organization is cashing in on its founder's power. By President Trump's definition of voter fraud, his senior adviser, Steve Bannon, his Treasury secretary nominee and one of his daughters could be swept up in the investigation. The Twitter rebellion seems to be spreading as the Defense Department weighs in on Muslim refugees. The initiation fee at Mr. Trump's club in Florida which the president himself has called the Winter White House has doubled to $200, 000, after membership applications surged in the wake of Mr. Trump's election, the head of membership there said. Bernd Lembcke, the managing director at the Palm Beach, Fla. club, said the change in the initiation fee had been planned last fall, before the election, and that $200, 000 had been the fee before 2010, when it was cut in half because of the recession. But Mr. Lembcke, who has been at the club for 21 years, said that it also reflected the upswing in s popularity. We have had a sudden surge in requests, he said, adding that new members must be recommended by someone who is already a member, as is the case at many private clubs. Robert Weissman, president of Public Citizen, a nonprofit group that promotes government ethics, said the move showed that Mr. Trump and his family intended to profit from his status as president. At the minimum, this creates the appearance of cashing in the presidency and selling direct personal access to the president, he said. It is unacceptable. And it demeans the office of the presidency. The new initiation fee went into effect on Jan. 1, although the annual dues remained the same $14, 000 a year, he said. The club has 482 members, with a cap of 500. It enhances it, Mr. Lembcke said of Mr. Trump's new job and its impact on the value of the membership. His presidency does. But we are very careful in vetting them, he added. News about the change in the initiation fee was reported by CNBC. By President Trump's definition, his senior White House adviser, Steve Bannon, is apparently committing voter fraud. So is his nominee to be the next Treasury secretary, Steven Mnuchin. So, apparently, is one of his daughters, Tiffany Trump. Mr. Trump was pretty broad with his definition of voter fraud when he took to Twitter Wednesday morning to request an investigation of the nefarious conduct of the 2016 electorate with no evidence to support it. There is, in fact, a difference between investigating actual voter fraud and cleaning up the voter rolls. If you move states, you aren't usually required to tell the state you are leaving that you no longer want to be on the roster. And so it goes that Mr. Bannon is registered in Sarasota County, Fla. and New York City. Mr. Mnuchin appears on the rolls of New York and California. And Tiffany Trump, should she choose,",0.3348321318626404,"{'score': 0.3348321318626404, 'start': 1774, 'end': 1785, 'answer': 'Mr. Lembcke'}",Mr. Lembcke,1774,1785,"of 500. It enhances it, Mr. Lembcke said of Mr. Trump's new"
What business relationship between Donald Trump and Elon Musk surprised many people?,1,17980,"The election of Donald Trump and the accompanying rehabilitation of fossil fuels should have been, by all rights, devastating for Tesla Motors. Tesla is the top maker of autos, and it completed its merger with SolarCity, a leading manufacturer of solar energy panels, days after the presidential election. Elon Musk, the visionary founder of both companies, openly criticized Mr. Trump's candidacy, saying on CNBC just before the vote that he was not the right guy? for the job. Mr. Musk has pressed for a carbon tax to combat global warming, which Mr. Trump once dismissed as a Chinese hoax. The mere mention of a carbon tax inflames the old guard of the energy industry. Moreover, both Tesla and SolarCity benefit from federal subsidies. Robert E. Murray, a coal executive and Trump supporter, has called Mr. Musk a fraud? for accepting $2 billion in government handouts. So why have Tesla shares surged since Mr. Trump's election, closing this week within striking distance of a record high? Adam Jonas, a prominent automotive analyst at Morgan Stanley, upgraded Tesla stock to overweight last week, with a target price of $305 a share. (It was trading this week at about $255.) When you look at the businesses Tesla is in, you see many areas of overlapping interest? with the Trump administration, Mr. Jonas told me. To the extent the new administration prioritizes the creation of valuable, innovative high tech and manufacturing jobs, Tesla stands at the epicenter of that. Shares in pure solar energy companies haven't fared as well, but even they have now regained nearly all the ground they lost immediately after Mr. Trump's victory. Solar investors aren't nearly as negative as they were the day after the election, said Andrew Hughes, an alternative energy analyst for Credit Suisse. One reason for that shift seems to be a budding bromance between Mr. Trump and Mr. Musk. The invited Mr. Musk to Trump Tower in December as part of a group of technology executives and named him to his strategic and policy forum of business leaders. And Mr. Musk was with a group of manufacturing executives at a White House meeting this week at which, according to a participant, he broached the subject of a carbon tax. Surprisingly, Mr. Trump didn't reject it out of hand. For his part, Mr. Musk this week endorsed Rex W. Tillerson, a pillar of the fossil fuel establishment as chief executive of Exxon Mobil, for secretary of state. Mr. Jonas said that the strategic relationship between Tesla leadership and the new administration is an important development? in his decision to upgrade Tesla stock. That Trump would be relying on Musk as an adviser has come as quite a surprise to many people, Mr. Jonas said. A major fear of investors in solar power was that a Trump administration would end the federal subsidies so reviled by fossil fuel proponents. While that remains a concern, the most recent jobs data suggests that the subsidies have led to a surge",0.41242071986198425,"{'score': 0.41242071986198425, 'start': 2606, 'end': 2650, 'answer': 'Trump would be relying on Musk as an adviser'}",Trump would be relying on Musk as an adviser,2606,2650,to upgrade Tesla stock. That Trump would be relying on Musk as an adviser has come as quite a
What business relationship between Donald Trump and Elon Musk surprised many people?,2,18068,"to address the country's challenges. Mr. Musk was born in South Africa. Aaron Levie, chief executive of the data storage company Box, wrote on Twitter that on every level moral, humanitarian, economic, logical, etc. this ban is wrong and is completely antithetical to the principles of America. Over all, Mr. Levie said in an interview, there was a pretty resounding response from the tech industry showing how unacceptable this is. Beyond family heritage and employment, he noted, Silicon Valley cares about immigration because its companies strive to operate everywhere in the world. Almost every company's products Google, Apple, Airbnb has a global customer base, Mr. Levie said. These policy decisions have real implications to our partners, our customers, our competitors. The Trump administration is little more than a week old, but its relationship with Silicon Valley is already complicated. The tech industry did not like Mr. Trump the presidential candidate, despite his embrace of Twitter, and he returned the sentiment with caustic posts on the platform. Stephen K. Bannon, his chief strategist, said in 2015 that or of the C. E. O.s in Silicon Valley are from South Asia or from Asia, an incorrect statement that many in Silicon Valley perceived as racist. Yet a December meeting between the incoming administration and numerous tech chieftains was decidedly upbeat. We're going to be there for you, Mr. Trump promised to a room that included the leaders of Apple, Microsoft and Amazon. By early last week, the companies sensed trouble. Murtadha 24, an software engineer at Facebook, was told by a company lawyer on Tuesday that he needed to cut short a visit to Canada and return to the United States. The company feared that he would not be readmitted to the country because the president was expected to sign an executive order that would keep him out. It may be my na'vet? about how politics and industries interact, but I don't interpret the tech community's opposition to the president as a political stance, Mr. Tameemi said. It seemed more like a matter of values and a matter that impacts them. The larger tech companies tended to be less forceful in their reactions to the executive order than the smaller ones. Google said it was concerned. Apple said, It is not a policy we support. Amazon said only that it was committed to diversity. Oracle did not respond to requests for comment. On the other hand, Microsoft became more forceful as the weekend went on. On Saturday, its executives talked mostly about the virtues of immigration. On Sunday night, the company issued a statement calling the executive order misguided and a fundamental step backwards? and said it would create collateral damage to the country's reputation and values. Microsoft was not the only company to become bolder in a few hours. Around 10 a. m. on Saturday, Mr. Chesky of Airbnb posted a vague message on Twitter saying open doors bring all of US together. By 6 p. m. he was advocating open",0.00010361976455897093,"{'score': 0.00010361976455897093, 'start': 1275, 'end': 1358, 'answer': 'a December meeting between the incoming administration and numerous tech chieftains'}",a December meeting between the incoming administration and numerous tech chieftains,1275,1358,Valley perceived as racist. Yet a December meeting between the incoming administration and numerous tech chieftains was decidedly upbeat. We're going
What business relationship between Donald Trump and Elon Musk surprised many people?,3,17692,"his name to hotel, condominium and commercial towers rather than building or investing in real estate himself. He discovered that his name was especially attractive in developing countries where the rising rich aspired to the type of ritzy glamour he personified. While he nailed down ventures in the Philippines, India and elsewhere, closing deals in Russia proved challenging. In 2008, Donald Trump Jr. praised the opportunities in Russia, but also called it a scary place? to do business because of corruption and legal complications. Mr. Sater said that American hotel chains that had moved into Russia did so with straightforward agreements to manage hotels that other partners owned. Mr. Trump, by contrast, was pursuing developments that included residential or commercial offerings in which he would take a cut of sales, terms that Russians were reluctant to embrace. Even so, Mr. Trump said his efforts put him in contact with powerful people there. I called it my weekend in Moscow, Mr. Trump said of his 2013 trip to Moscow during a September 2015 interview on The Hugh Hewitt Show. He added: I was with the people, both oligarchs and generals, and top of the government people. I can't go further than that, but I will tell you that I met the top people, and the relationship was extraordinary. When asked about Mr. Trump's claim that he had stayed away? from Russia, Alan Garten, general counsel for the Trump Organization, said it was a fair characterization given that none of the development opportunities ever materialized. Mr. Trump's interest in Russia, he said, was no different from his attraction to other emerging markets in which he investigated possible ventures. Mr. Garten did not respond to questions about whom Mr. Trump met with in Moscow in 2013 and what was discussed. Ted Liebman, an architect based in New York, got the call in 1996. Mr. Trump and an American tobacco company that owned property in Moscow, wanted to build a residential development near an old Russian Olympic stadium. As they prepared to meet with officials in Moscow, they needed sketches of the Trump tower they envisioned. The architect scrambled to meet the request, handing over plans to Mr. Trump at his Manhattan office. I hope we can do this, Mr. Liebman recalled Mr. Trump telling him. Soon after, Mr. Trump was in Russia, promoting the proposal and singing the praises of the Russian market. I've seen cities all over the world. Some I've liked, some I haven't, Mr. Trump said at a news conference in Moscow in 1996, according to The Moscow Times. But he added that he didn't think he had ever been as impressed with the potential of a city as I have been with Moscow. Mr. Trump had been eyeing the potential for nearly a decade, expressing interest to government officials ranging from the Soviet leader Mikhail S. Gorbachev (they first met in Washington in 1987) to the military figure Alexander Lebed. The 1996 project never materialized, but by then Mr.",0.00011368166451575235,"{'score': 0.00011368166451575235, 'start': 1271, 'end': 1306, 'answer': 'the relationship was extraordinary.'}",the relationship was extraordinary.,1271,1306,"met the top people, and the relationship was extraordinary. When asked about Mr. Trump's"
Who vowed to take executive action on a nearly daily basis to unravel his predecessor's legacy and begin enacting his own agenda?,1,17838,"WASHINGTON President Trump plans to take executive action on a nearly daily basis for a month to unravel his predecessor's legacy and begin enacting his own agenda, his aides say, part of an extended exercise of presidential power to quickly make good on his campaign promises. But in a reflection of the improvisational style that helped fuel his rise, he has made few, if any, firm decisions about which orders he wants to make, or in which order. That is a striking break from past presidents, who have entered office with detailed plans for rolling out a series of executive actions that set a tone for their presidencies and send a clear message about their agendas. It was plain that Mr. Trump had devised no such strategy by his first day in office, as advisers expressed doubt until the last moments about whether he would issue any directives on Friday. It's going to be a decision, Sean Spicer, the White House press secretary, told reporters that afternoon. Then, around 7 p. m. reporters were suddenly summoned to the Oval Office. After sprinting from the briefing room, they watched Mr. Trump sign a directive to federal agencies to begin scaling back parts of the Affordable Care Act. There are a number that are being looked at, but it's just a question of which ones he feels like doing, and when, Mr. Spicer had said of executive orders earlier on Friday. In recent days, he had said that Mr. Trump's top aides were still deciding on the sequencing? of the unilateral actions. Still, there is little doubt about the policy areas in Mr. Trump's sights: international trade deals, illegal immigration, the fight against the Islamic State, climate change and Washington lobbying. In his first in office, Mr. Trump focused on health care, ordering the machinery of government to look for every opportunity to pull back on President Barack Obama's signature achievement by waiving fees or granting exemptions to states, businesses, individuals and insurance companies. He also moved quickly to freeze the Obama administration's unfinished regulations, a routine step for an incoming president of the opposite party. During the campaign, Mr. Trump railed against Mr. Obama's use of executive authority to sidestep an uncooperative Congress on issues like immigration and health care. After his victory, Mr. Trump vowed to use those same powers to quickly reverse the country's ideological course. Aides said they hoped to group Mr. Trump's executive actions thematically for maximum impact. They gave few other details, though some advisers suggested that executive actions on illegal immigration could be among the first issued after the inaugural weekend. Advocates for undocumented workers are anxiously waiting to see what Mr. Trump will do. If he moves aggressively, he could immediately overturn Deferred Action for Childhood Arrivals, or DACA the program Mr. Obama created to protect young immigrants who were brought illegally to the United States as children, giving them legal status and access to work permits. Ending that program would put as many",0.998300313949585,"{'score': 0.998300313949585, 'start': 11, 'end': 26, 'answer': 'President Trump'}",President Trump,11,26,WASHINGTON President Trump plans to take executive action
Who vowed to take executive action on a nearly daily basis to unravel his predecessor's legacy and begin enacting his own agenda?,2,17977,"WASHINGTON When President Obama relied heavily on executive orders to push through policies that had no chance in Congress, Republicans called him a dictator who abused his power and disregarded the Constitution. They even took him to court. We have an increasingly lawless presidency where he is actually doing the job of Congress, writing new policies and laws without going through Congress, Representative Paul D. Ryan, then the Budget Committee chairman, said in a 2014 television interview after Mr. Obama made clear in his State of the Union address that he would readily take unilateral action to get his way. Now President Trump, at the start of his tenure, is relying heavily on executive actions not just to reverse Obama administration initiatives, but to enact new federal policies covering immigration, health care and other areas in ways that could be seen more as the province of the House and Senate. And he is doing that with clear Republican majorities in Congress. The flurry of administration edicts flowing from the Trump White House puts some top Republicans in the awkward position of welcoming aggressive executive muscle flexing from a president of their own party after castigating Mr. Obama for using the same approach. Their rationale: Mr. Obama took executive action too far, stretching the intent of legislation to fulfill an ideological agenda. We've never been against executive action, said Ashlee Strong, a spokeswoman for Mr. Ryan, now the House speaker. We're against overreaching, illegal action. Mr. Trump's eager embrace of the executive order he signaled clearly during his campaign that he intended to follow his predecessor's lead allows him to claim immediate progress on his campaign promises rather than waiting for a lengthy legislative process to play out. Many of his major proposals building a border wall, hiring more border and immigration officers, creating a new office for victims of crimes committed by immigrants in the country illegally will presumably require funding by Congress, and that is no certainty in the current political environment. The question then becomes how Mr. Trump would proceed if Congress balks. House Republicans are currently suing the executive branch and winning in a case that argues the Obama administration spent more than $13 billion on health insurance subsidies without necessary congressional approval in a clear breach of the Constitution. The health care executive order issued by Mr. Trump last week directed federal officials to find ways to minimize the financial burden of the health care law on governments, health care providers and others. Many saw the move as a backdoor attempt by the new White House to undermine the current law of the land while Republicans try to figure out a way to repeal it. It was the reverse of the type of action Republicans criticized President Obama for using his executive powers to prop up the health care law without sufficient authority. But there were no loud complaints from Republicans this time, a fact not lost on Democrats. Congressional Republicans? hypocritical acquiescence to President Trump's",0.8659622669219971,"{'score': 0.8659622669219971, 'start': 622, 'end': 637, 'answer': 'President Trump'}",President Trump,622,637,"to get his way. Now President Trump, at the start of his"
Who vowed to take executive action on a nearly daily basis to unravel his predecessor's legacy and begin enacting his own agenda?,3,17556,"from his global business empire. Trump should not be expected to destroy the company he built, Ms. Dillon said. Mr. Trump offered glimpses of his plans for his first days in office, including pledging to choose a Supreme Court nominee within two weeks of Inauguration Day to succeed Justice Antonin Scalia and to invite journalists to watch a series of signings? at the White House, an apparent allusion to the several executive orders he has promised to sign to roll back major pieces of Mr. Obama's agenda. Calling himself the greatest that God ever created, Mr. Trump pledged to continue leaning on American companies to keep jobs in the United States. He took particular aim at the pharmaceutical industry, which he said has been disastrous? and had been getting away with murder? on drug pricing. Taking on a powerful lobby that Republicans have long defended, Mr. Trump said he wanted the federal government to use its purchasing power to negotiate drug prices for Medicare and Medicaid a proposal long favored by Democrats. But he broke starkly with Democrats over the Affordable Care Act as he repeated a promise to submit a plan to repeal and replace the law essentially simultaneously, as soon as Representative Tom Price, his choice to be secretary of health and human services, is confirmed. Obamacare is the Democrats? problem, Mr. Trump said Wednesday. We could sit back and let them hang with it. We are doing the Democrats a great service. He also insisted, despite repeated denials by Mexican officials, that Mexico would pay to build a wall on the southern border of the United States to block foreigners from entering illegally. Mr. Trump said Vice Mike Pence was working with federal agencies to begin construction quickly, and asserted that Mexico would ultimately reimburse the cost through a tax or other payment. Mexico's president, Enrique Pe'a Nieto, reiterated Wednesday that his country would not pay for the wall, but said it would invest in more border security. In front of Mr. Trump was a table stacked with manila folders that he said contained paperwork for a portion of the companies being put into a trust to be controlled and run by his eldest sons, Eric and Donald Jr. and a trustee. They stood to his side along with his daughter Ivanka Trump, who also announced on Wednesday that she would sever ties with the Trump Organization and her own company. Closing the news conference, Mr. Trump even got in a veiled plug for his former reality show, The Apprentice? he remains an executive producer of the current version, Celebrity Apprentice? by saying that if his sons did not manage his empire well while he served as president, he would tell them, You're fired.",0.07459589093923569,"{'score': 0.07459589093923569, 'start': 1222, 'end': 1231, 'answer': 'Tom Price'}",Tom Price,1222,1231,"simultaneously, as soon as Representative Tom Price, his choice to be secretary"
What was Hubert Edward Spires's discharge status changed to by the Air Force Board for the Correction of Military Records?,1,17544,"For more than half a century, Hubert Edward Spires has lived with the painful memory of being kicked out of the Air Force as a young gay sergeant in the 1940s. The word undesirable? was printed on his discharge records. But now, at 91, Mr. Spires said he can finally be at peace with that part of his life. On Friday, he was awakened by a phone call to his Connecticut home and learned that the Air Force Board for the Correction of Military Records had agreed to change his status. This time, his discharge would be described as honorable. It was a long haul, Mr. Spires said on Tuesday in phone call from his home in Norwalk. I got the confirmation that I had been looking for. Said his husband, David Rosenberg, whom he met in 1956 and married eight years ago: His first words were, It's about time.? Mr. Spires is one of the hundreds of gay former military personnel who have been emboldened by the 2010 repeal of the United States military's Don't Ask, Don't Tell policy, which prohibited gay men and lesbians from serving openly in the military. In 2011, the federal government allowed changes to veterans? military records, some of which had been labeled undesirable? or other than honorable. The incentives for doing so were sometimes financial. Such designations could make it difficult for the men and women who had served to get employment, loans or access to veterans benefits. But there was another, more important reason. The respect factor, said Matt Thorn, an executive director at Legal Defense Network, which helps veterans with the application process needed to reverse such designations. I served my country honorably I want that respect. And they should have that. Mr. Thorn said many go through an application process that can take up to 18 months. But for Mr. Spires, who recently recovered from pneumonia, it took years of effort that will now allow him to have a burial, when the time comes, with military honors. I have to quietly go back into my shell now, he said. Because I am 91 years old, and my health is not all it should be. I can't take on jobs that require energy because I don't have it anymore, but I had it long enough to fight the G. D. Air Force and win, he said. Brooke Brzozowske, a spokeswoman for the Air Force, said the service branch had denied 27 out of 157 requests for upgrades since the policy was repealed. We were not necessarily discharging people for just being gay, she said. It was associated with misconduct if it was a dishonorable discharge. The military corrections board first received Mr. Spires's application to get his status upgraded in 2014, but some of his discharge records had been destroyed in a fire in 1973 that also consumed those of other veterans of World War II, the Korean War and the Vietnam War, according to a copy of the records board",0.9741958975791931,"{'score': 0.9741958975791931, 'start': 530, 'end': 539, 'answer': 'honorable'}",honorable,530,539,"discharge would be described as honorable. It was a long haul,"
What was Hubert Edward Spires's discharge status changed to by the Air Force Board for the Correction of Military Records?,2,17544,"Mr. Spires's application to get his status upgraded in 2014, but some of his discharge records had been destroyed in a fire in 1973 that also consumed those of other veterans of World War II, the Korean War and the Vietnam War, according to a copy of the records board statement about his case. Other documents found in 2016 showed he served in the military from 1946 to 1948, when he was discharged from Lackland Air Force Base in San Antonio. To help his case, Mr. Spires also filed a lawsuit in Federal District Court for the District of Connecticut in November, assisted by the Yale Law School's Veterans Legal Services Clinic. The lawsuit asserted that Mr. Spires's rights had been violated after he encountered unreasonable delays in the Air Force review to change his discharge status to honorable. According to the lawsuit and to Mr. Spires account, his life as a young chaplain's assistant at the base included playing the organ at services and typing letters to distressed families. He attended social events with gay men outside of the base, he said. At a Halloween party in 1947, Mr. Spires dressed in a costume inspired by a sparkly laundry soap. Someone at the party informed his superiors that he was in drag, the lawsuit said. He was interrogated by military officials, threatened with a and sent to hearings and psychiatrists, the suit says. He signed a statement saying he had engaged in homosexual acts? to end an interrogation, the lawsuit said. I never did anything on the base in uniform, he said. I had a whole slew of very good friends who were gay and lived off base. We partied together we had wonderful meals together and went to the opera together. We lived a very normal life. I did not dishonor the Air Force in any way by my actions, Mr. Spires said in the interview. He was discharged and sent home to Lancaster, Ohio, in civilian clothes. Over the years, he destroyed his military records for fear his Catholic family would find out, he said. He found work in department stores and other jobs. He met Mr. Rosenberg in 1956 at a s'ance in New York. They have been companions ever since, marrying in 2009, Mr. Spires said. The court did not rule on Mr. Spires's lawsuit, as the Air Force board resumed its review of Mr. Spires's application. It finally said in its letter last week that he had no misconduct in the military and concluded there was the existence of an injustice. Its recommendation: an honorable discharge dating to March 17, 1948. I had a terrible time, Mr. Spires said. But now I have been able to put so much of that behind me, and now that I have got my honorable discharge, I hope these negative thoughts will leave me permanently. He added, It has allowed me to not have to look over my shoulder all the time.",0.9847170114517212,"{'score': 0.9847170114517212, 'start': 795, 'end': 804, 'answer': 'honorable'}",honorable,795,804,change his discharge status to honorable. According to the lawsuit and
What was Hubert Edward Spires's discharge status changed to by the Air Force Board for the Correction of Military Records?,3,18079,"he developed a different form of bladder cancer. His private health insurance covered the treatment, but left him deep in debt. He applied repeatedly for free veterans? health care for radiation but was denied. His medical records from the military all said he had not been exposed. When the job was done, they threw my bulldozer in the ocean because it was so hot, Mr. Laird said. If it got that much radiation, how the hell did it miss me? As the cleanup continued, federal officials tried to institute safety measures. A shipment of yellow radiation suits arrived on the islands in 1978, but in interviews veterans said that they were too hot to wear in the tropical sun and that the military told them that it was safe to go without them. The military tried to monitor plutonium inhalation using air samplers. But they soon broke. According to an Energy Department memo, in 1978, only a third of the samplers were working. All troops were issued a small film badge to measure radiation exposure, but government memos note that humid conditions destroyed the film. Failure rates often reached 100 percent. Every evening, Air Force technicians scanned workers for plutonium particles before they left Runit. Men said dozens of workers each day had screened positive for dangerous levels of radiation. Sometimes we'd get readings that were all the way to the red, said one technician, David Roach, 57, who now lives in Rockland, Me. None of the high readings were recorded, said Mr. Roach, who has since had several strokes. Two members of Congress wrote to the secretary of defense in 1978 with concerns, but his office told them not to worry: Suits and respirators ensured the cleanup was conducted in a manner as to assure that radiation exposure to individuals is limited to the lowest levels practicable. Even after the cleanup, many of the islands were still too radioactive to inhabit. In 1988, Congress passed a law providing automatic medical care to any troops involved in the original atomic testing. But the act covers veterans only up to 1958, when atomic testing stopped, excluding the Enewetak cleanup crews. If civilian contractors had done the cleanup and later discovered declassified documents that show the government failed to follow its own safety plan, they could sue for negligence. Veterans don't have that right. A 1950 Supreme Court ruling bars troops and their families from suing for injuries arising from military service. The veterans? only avenue for help is to apply individually to the Department of Veterans Affairs for free medical care and disability payments. But the department bases decisions on old military records including defective air sampling and radiation badge data that show no one was harmed. It nearly always denies coverage. A lot of guys can't survive anymore, financially, said Jeff Dean, 60, who piloted boats loaded with contaminated soil. Mr. Dean developed cancer at 43, then again two years later. He had to give up his job as a",5.075696807299579e-12,"{'score': 5.075696807299579e-12, 'start': 1517, 'end': 1524, 'answer': 'strokes'}",strokes,1517,1524,who has since had several strokes. Two members of Congress wrote
