,question_id,question,rank,id,article,score
63,21,"Who was Don Ciccone, and what significant roles did he play in the music industry?",1,18054,"Don Ciccone may never have achieved the fame of Frankie Valli, but he was a vital member of the Four Seasons, and sang on some of their biggest hits. That is his catchy voice on tastier sections of Who Loves You? and December, 1963 (Oh, What a Night), both revived in the smash Broadway musical Jersey Boys. Mr. Ciccone also led The Critters in the 1960s, with hits like Younger Girl? and Mr. Dieingly Sad, and was a musical director and bassist for Tommy James and the Shondells in the 90s. An obscure footnote to his extensive recording career was an unreleased batch of songs he recorded in the early 1970s with his longtime friend Brian Gari, 64, a who lives on the Upper West Side of Manhattan. Mr. Gari wrote the songs and backed Mr. Ciccone on piano on recordings they made as demos to interest record labels. Of 20 selections, several were produced and released as complete songs, but even on the remaining sparse tracks, Mr. Ciccone's vocals shone. Don had that kind voice and we always liked the tapes, said Mr. Gari, who hung on to those old demo tapes for the next 45 years. He and Mr. Ciccone would occasionally prod each other to dust them off and release them as a Ciccone Sings Gari? album. In early October, Mr. Ciccone contacted Mr. Gari and said he planned to finally do just that, but a week later Mr. Ciccone died of a heart attack at age 70. The week before he died, Don told me he wanted to put out the demos, Mr. Gari recalled. He said, My next project is Ciccone sings Gari. ? Mr. Gari said he decided to realize Mr. Ciccone's last wish, and, on a recent weekday, he was in a music studio near Union Square working with a sound engineer, Peter Millrose, to give Mr. Ciccone's remarkable vocals on the old tapes a proper setting. One number called, I Just Had to Say My Last Goodbye? had the jaunty, melodic feel of Todd Rundgren, or the band Chicago in the 1970s. Working from Mr. Gari's stylistic cues, Mr. Millrose layered piano, bass and drums, and then toyed with horns, strings and other effects to punctuate Mr. Ciccone's phrasings. As Mr. Gari suggested various riffs or motifs, Mr. Millrose played them on a keyboard and added them to the digital recording until the spare track had become a slick, sturdy, fully orchestrated song. Mr. Millrose worked from sheet music of lyrics and chords written by a teenage Mr. Gari with help from his mother, who unlike Mr. Gari, had the musical training to write the melodies on music paper. Some original elements would not be preserved, like the simulated rainstorm augmenting a lover's farewell in She Left on Good Terms. The two recorded the song in Mr. Gari's apartment and used the bathroom shower for rainfall sound effects, along with Mr. Ciccone making sounds of thunder. Mr. Gari called the project bittersweet,",4.1128407
64,21,"Who was Don Ciccone, and what significant roles did he play in the music industry?",2,18054,"would not be preserved, like the simulated rainstorm augmenting a lover's farewell in She Left on Good Terms. The two recorded the song in Mr. Gari's apartment and used the bathroom shower for rainfall sound effects, along with Mr. Ciccone making sounds of thunder. Mr. Gari called the project bittersweet, bringing him both the joy of hearing Mr. Ciccone's youthful voice again, but also a twinge of sadness that he was not around to participate and enjoy the results. It had been my dream to do this album, but I never thought it would happen after he died, said Mr. Gari, who kept the tapes among a large trove of materials he has amassed in the sprawling, apartment on West End Avenue where he has lived for more than 50 years while writing almost 1, 000 songs, several books and the music and lyrics for Late Nite Comic, which had a brief Broadway run in 1987. Mr. Gari has been married twice and held both his weddings in the apartment, which is full of memorabilia, including a vast archive of Upper West Side photos and film clips he has shot since he was in elementary school. One room is packed with items from Mr. Gari's maternal grandfather, Eddie Cantor, the movie and radio star. Shortly before his death, Mr. Cantor wrote a letter to the Brian, praising his creativity and anointing him as the one to carry on the tradition of show business in the family. Mr. Gari immediately began writing songs and riding the bus around Manhattan, selling his songs to music publishers. He enjoyed watching Mr. Ciccone perform with The Critters on an afternoon dance show hosted by John Zacherle, known as The Cool Ghoul. Mr. Gari wrote an adoring fan letter to Mr. Ciccone in 1966. Mr. Ciccone wrote back and their ensuing correspondence led to a friendship. By 1971, Mr. Gari was a struggling songwriter and Mr. Ciccone was looking for his next recording contract. Mr. Gari would play him the catchy teenage love songs he had written with melodies that he described as in the sunshine pop? vein. Of the 20 songs they recorded, several were made into fully produced songs, including Bicycle Ride, and Silent Celebration, which were issued by the Metromedia label on a 45 r. p. m. record. They recorded through 1973, when Mr. Ciccone joined the Four Seasons for a tenure that lasted through 1981. One of his Four Seasons bandmates from the era, Lee Shapiro, will produce one of the songs, Mr. Gari said. Mr. Gari said he hoped to release a CD of the 20 songs, several of which will include guitar work by his friend Dean Bailin, who played the memorable guitar fills on the 1979 hit Escape (The Pi'a Colada Song). Mr. Gari said he would be happy if the Ciccone Sings Gari? CD sold just enough copies to cover his recording costs. I'm doing it because it's the right thing to do. I'm doing this in",-0.2421677
65,21,"Who was Don Ciccone, and what significant roles did he play in the music industry?",3,18054,"played the memorable guitar fills on the 1979 hit Escape (The Pi'a Colada Song). Mr. Gari said he would be happy if the Ciccone Sings Gari? CD sold just enough copies to cover his recording costs. I'm doing it because it's the right thing to do. I'm doing this in his honor, he said. It fulfills my dream and his last wishes. I'm taking his death and making something positive out of it.",-2.2354016
66,22,"Who is celebrating their sapphire jubilee, marking 65 years on the British throne?",1,18352,"LONDON To celebrate Queen Elizabeth II's sapphire jubilee on Monday, marking 65 years on the British throne, there were new coins, a new stamp, gun salutes, and a reissued portrait taken by a famed photographer. The only thing missing? The queen, who, in keeping with past practice on the anniversary itself, planned to observe the day privately, with a quiet reflective commemoration at her estate in Sandringham, in eastern England. Grander celebrations are in the works for the platinum jubilee in 2022. Royal jubilees commemorate the life and reign of monarchs. Elizabeth, 90, the world's monarch, is the first British sovereign to hold a sapphire jubilee. The events were relatively muted compared to the silver (25 years) gold (50 years) and diamond (60 years) jubilees, which were celebrated with festivities across Britain. There was a ruby jubilee to mark Elizabeth's 40 years as queen, but that anniversary was also . Few British monarchs have reached the milestone. King George III and Queen Victoria marked their golden jubilees with huge celebrations. Elizabeth was expected to spend the anniversary at Sandringham, and there will be no broader celebrations in coming days, as there had been for previous jubilees. She was apparently in good spirits? at a church service on Sunday, local news outlets reported. There have been concerns about the queen's health ever since she missed church services on Christmas Day and on New Year's Day because of what Buckingham Palace described as a heavy cold. Those absences were the first time in about 30 years that she had missed a holiday service. The queen made her first public appearance this year on Jan. 8, after a month's absence. She celebrated her diamond jubilee, in 2012, with a series of events, including a floating pageant on the River Thames and a tour across Britain. A traditional royal salute was held at Green Park in London. That was followed by a salute at the Tower of London. A 2014 portrait of the queen, taken by the British photographer David Bailey, wearing sapphire jewelry given to her by her father, King George VI, as a wedding gift in 1947, was published as part of the commemoration. The Royal Mail issued a stamp worth 5 pounds, or about $6. 25, to mark her accession to the throne, and ranges of special jubilee coins have been cast by the Royal Mint to mark the occasion, with one worth about 50, 000. Prime Minister Theresa May congratulated the queen on behalf of the nation, calling her an inspiration. It is a testament to her selfless devotion to the nation that she is not marking becoming the first monarch to reign for 65 years with any special celebration, but instead getting on with the job to which she has dedicated her life, Mrs. May said in a statement.",8.169042
67,22,"Who is celebrating their sapphire jubilee, marking 65 years on the British throne?",2,18333,"in her nation. Queen Elizabeth II's sapphire jubilee, marking 65 years on the British throne, brought new coins, a stamp and gun salutes. The only thing missing? The queen, 90, who spent a private and reflective day. The Berlin International Film Festival opens this week with a tale of survival, that of one of the 20th century's greatest jazz guitarists: Django Reinhardt. He was born in Belgium in 1910 to a Roma family that earned a living playing music from town to town. Reinhardt started off playing the banjo in Paris dance halls. At 18, he lost the use of two fingers on his left hand in a fire, and adapted with a new technique. He rose to fame in the 30s. But with World War II and the Nazi occupation of France, Reinhardt tried to flee, fearing that, as a Roma and a jazz musician, he would be detained and killed. Instead, his fame and the popularity of an officially discredited art form may have saved him. The Germans used Paris as the base for soldiers to rest and relax, said Michael Dregni, a Reinhardt biographer. Jazz was the hot music of the time, so they all want to go out and see Jazz, and Django was the biggest star in Europe. Reinhardt lived through the war, dying of a sudden stroke in 1953. His legacy lives on in the genre he helped create: Gypsy jazz. Patrick Boehler contributed reporting. _____ Your Morning Briefing is published weekday mornings. What would you like to see here? Contact us at asiabriefing@nytimes. com.",6.174901
68,22,"Who is celebrating their sapphire jubilee, marking 65 years on the British throne?",3,18301,"sapphire jubilee today, marking the 65th year of her reign. Alex Lewis lost his arms and legs to a blood infection. He now says the devastating ordeal made him the man he is in a good way. His resilience has turned him into a national figure in Britain. Last week, the actor Peter Capaldi made headlines when he announced he would be leaving his starring role on Doctor Who, the British television series about a alien. The Doctor who isn't referred to as Doctor Who is a Time Lord from a distant planet who explores the universe in a time machine called the Tardis (which stands for Time and Relative Dimension in Space). A plucky human companion usually accompanies the Doctor, who faces a rotating cast of alien adversaries. Originally conceived as a educational program, the series began in 1963 and, with the exception of a gap ( ) has been broadcast since. The show is a national institution in Britain and a cult favorite elsewhere in the world, with more than 800 episodes (a Guinness world record). The Doctor is capable of regenerating, a concept that was introduced to prolong the series when its first lead actor, William Hartnell, left amid failing health. Mr. Capaldi, above, is the 12th actor and the 12th white man to fill the role. Fans have urged the producers to address the lack of diversity when the 13th Doctor makes his or her debut. Chris Stanford contributed reporting. _____ Your Morning Briefing is published weekday mornings. Read the latest edition of the U. S. briefing here and the latest for Asia and Australia here. What would you like to see here? Contact us at europebriefing@nytimes. com.",4.978324
69,23,Who performed a soulful rendition of 'America the Beautiful' at the Lincoln Memorial concert?,1,17817,"Walking in Memphis. And Lee Greenwood joined them for God Bless the U. S. A. , a dour march of national pride. In total, the concert's message was that America is a defined geographical and ideological space, with borders worth defending, even at the price of excluding those who could make the place immeasurably more fun. This concert ended up being as notable for who did not show up as for who did. The only featured nonwhite performers were Sam Moore (of the 1960s soul duo Sam Dave) who sang a restrained America the Beautiful? backed by an choir, and DJ Ravidrums, who delivered his dim, caffeinated percussive interstitials from inside a spherical drum kit. But both of those acts got just a couple of minutes. The United States Army Old Guard Fife and Drum Corps got much more time for their songs. When Mr. Trump first appeared onstage at the show, accompanied by his wife, Melania, it was to the Rolling Stones's Heart of Stone, a song about a man who can't be swayed. At the end of the concert, Mr. Trump addressed the crowd briefly, thanked the performers, and suggested that hosting this event in front of the Lincoln Memorial might have been an unprecedented choice. That was not true. In 2009, Mr. Obama held a concert here, We Are One: The Obama Inaugural Celebration at the Lincoln Memorial. It included athletes, actors and musicians from across genres Mary J. Blige singing Bill Withers's Lean on Me, Pete Seeger and Bruce Springsteen singing This Land Is Your Land, a song of acceptance and respect for the nation. It was a show of cosmopolitanism and inclusion that portrayed America not as a fixed idea, but as an sum.",5.8607774
70,23,Who performed a soulful rendition of 'America the Beautiful' at the Lincoln Memorial concert?,2,17787,"WASHINGTON No Beyonc?. No Jon Bon Jovi. No U2. But no matter: For many of the thousands gathering at the Lincoln Memorial on Thursday afternoon for the preinaugural concert, the artists in the lineup were secondary to the chance to celebrate the coming presidency of Donald J. Trump. The day's programming was heavy on country music, God Bless America, and a hefty number of bagpipes. Two friends, Kim Shourds and Susan Perkins Lovelady, drove in from Norfolk, Va. to attend the evening's concerts. They danced and sang along to God Blessed Texas, but as they took a break, they said the volatile political climate wasn't far from their minds. This is a celebration of America, Ms. Perkins Lovelady, 53, said. After all of the negativity of the past year, all of the positivity is a good thing. It's a heartsore country. Kenny and Katherine Dunham decided to make the drive from Kinston, N. C. after hearing that Representative John Lewis of Georgia would boycott Mr. Trump's inauguration. The Dunhams were not fazed by the lack of entertainers. I think if they don't want to perform, they shouldn't perform, Mr. Dunham, 60, said. But at the same time, my understanding is they weren't asked to. Toby Keith is going to perform. Lee Greenwood is going to perform. Some of the loudest cheers of the evening were for Jon Voight, the only Hollywood actor to lend his name to the event, as he spoke to the crowd about the barrage of propaganda? that Mr. Trump had faced in his race to the presidency. He certainly didn't need this job, Mr. Voight said of Mr. Trump. And yes, God answered all of our prayers. Mr. Voight then introduced Sam Moore, one half of the duo Sam Dave, who performed a soulful rendition of America the Beautiful. Mr. Trump made his first appearance about an hour into the show called the Make America Great Again! Welcome Celebration? when he walked down the steps of the Lincoln Memorial with his wife, Melania. He turned and saluted Lincoln's statue, then descended the steps with a small wave and gave his supporters a thumbs up. Mr. Trump and his family watched the performance of the Frontmen of Country, a group featuring three lead singers: Richie McDonald of Lonestar, Larry Stewart of Restless Heart, and Tim Rushlow, formerly of Little Texas. They played a medley that included a cover of Marc Cohn's Walking In Memphis? and Lonestar's hit I'm Already There. Mr. Greenwood then joined for a performance of God Bless the U. S. A. Mr. Trump's song during the campaign. The could be seen mouthing the words of the song on the side of the stage, to the delight of the crowd. After the performance, Mr. Trump pumped his fist, and embraced the musicians as they walked off stage. The audience was subdued for 3 Doors Down, an alternative rock band that hasn't made the Billboard Top 10 chart since 2003, and the Piano Guys, a group",5.7674165
71,23,Who performed a soulful rendition of 'America the Beautiful' at the Lincoln Memorial concert?,3,17755,"him, for the right mix of distance and scholarship. In the meantime, Barack Obama's performance as president meaning the performance he gave in the role of president of the United States was flawless. Culturally speaking, he didn't use his office to lift up, enlighten and entertain so much as share it. He wrote to David Remnick that he loved Ray Charles's version of America the Beautiful? because it captures the fullness of the American experience, the view from the bottom as well as the top, the good and the bad, and the possibility of synthesis, reconciliation, transcendence. The man knows his country and his Ray. But it's entirely possible to read that quote and catch a chill because Mr. Obama could easily have been writing about himself.",0.11170078
72,24,Who challenged Germany's national atonement for the Holocaust and Nazi crimes during a speech in Dresden?,1,17765,"DRESDEN, Germany At a beer hall on Tuesday evening, the lean blond man's voice boomed out over a crowd of hundreds some and but with a contingent of polished young professionals. The AfD is the last revolutionary, the last peaceful chance for our fatherland, declared the man, Bj'rn H'cke, referring to the political party Alternative for Germany, and employing a reverential term for Germany, one of several nationalist buzzwords usually shunned in the country's politics. Jawohl!? a few shouted. Yes!? When Mr. H'cke (pronounced ) lamented that German history is handled as rotten and made to look ridiculous? a subtle but clear reference to guilt for the Holocaust and other Nazi war crimes the crowd responded by chanting, Deutschland, Deutschland. His speech at the rally in Dresden on Tuesday touched off a wave of national alarm by challenging Germany's national atonement for the Holocaust and for its Nazi crimes. His comments drew broad criticism for their venom and because Mr. H'cke, a rising star in the AfD, has found growing success with his messages of extreme nationalism. Shouting to be heard over cheering supporters, many of whom stood, Mr. H'cke challenged the collective national guilt over the war that has restrained German politics for three generations. At times he used language that seemed to hint at lamenting Nazi Germany's defeat. Germans were the only people in the world to plant a monument of shame in the heart of its capital, he said, referring to a memorial to murdered Jews in Berlin. He added that Germans had the mentality of a totally vanquished people. Mr. H'cke, who began his speech by triumphantly raising his arms over his head, represents the rightward flank of Alternative for Germany, an already party. But his speech and the crowd's energetic reception of his words offer a glimpse of the relatively new party's threat to German politics. He is on the fringe, but that fringe is growing in numbers and in willingness to defy the usual restraints, to the rising alarm of Germany's establishment leaders, who on Wednesday denounced his comments. Sigmar Gabriel, leader of the Social Democrats and the country's vice chancellor, shot back in a Facebook post showing a banner splashed across an image of Mr. H'cke standing at a lectern, reading: To remember the millions of victims of the Nazis is no weakness. Baiting the helpless to promote yourself is weakness. The chairman of the Green Party for the state of Saxony, Jrgen Kasek, on Twitter called for the speech to be checked for possible violations of laws. He accused Mr. H'cke of saying things that violated the spirit of the Constitution in the style of national socialism. The Central Council of Jews in Germany, in a statement, called the comments deeply deplorable and fully unacceptable. Charlotte Knobloch, a former president of the council, told the newspaper Stimme Heilbronner that Mr. H'cke's speech was unbearable agitation, and she warned that the AfD is poisoning the political culture and social debate in Germany. Mr.",5.18979
73,24,Who challenged Germany's national atonement for the Holocaust and Nazi crimes during a speech in Dresden?,2,17765,"in Germany, in a statement, called the comments deeply deplorable and fully unacceptable. Charlotte Knobloch, a former president of the council, told the newspaper Stimme Heilbronner that Mr. H'cke's speech was unbearable agitation, and she warned that the AfD is poisoning the political culture and social debate in Germany. Mr. H'cke's comments even drew a rebuke from the chairwoman of Alternative for Germany, Frauke Petry, who said they were out of line and straining? the party. Ms. Petry and Mr. H'cke have been locked in a power struggle for months over how far to the right to position the party, which was originally founded on an platform. The party is polling at nearly 15 percent, ahead of some mainstream parties, for this fall's national election. Its rapid rise demonstrates that German nationalist politics can find a foothold in unexpected places, for example among educated young people like those at Tuesday's rally. Those many in coat and tie, looked and primly trendy. Most of the men wore their hair buzzed close on the sides and long and floppy on top, separated by a severe side parting that seemed unmistakably evocative of Hitler's. Mainstream parties in Germany have long eschewed politics in the style of movements and have avoided shows of overt nationalism. But that leaves an opening: A populist party like Alternative for Germany can indulge those ideas just enough to excite its supporters without scaring off larger groups of voters. The Alternative for Germany supporters who were gathered in Dresden, the capital of Saxony, seemed animated in a way that is unusual when it comes to modern politics in Germany. Most Germans rarely feel allowed to get excited about their political beliefs or, just as sensitive an issue, about their national identity. The atmosphere lent the evening a feeling of thrilling transgression, as if the act of cheering ideas was as important, or perhaps more so, than the ideas themselves. Julian M. W'lder, a law student, said he had initially joined the youth league of the Christian Democratic Union, the party to which Chancellor Angela Merkel belongs. But the party did not feel like real politics, he said. Alternative for Germany, Mr. W'lder said, finally felt genuine. This is a core part of the party's message: While other parties are all the same, only Alternative for Germany really expresses the popular will. Mr. W'lder and other young attendees seemed tense the location of the gathering was kept secret until that morning in a failed attempt to avoid the protesters who often gather outside the semiregular rallies but they were jovial. The rally on Tuesday felt, if not like a watershed, then a glimpse of a wider, more gradual change. Calls for asserting a strong national identity are not pernicious on their own all nations have identities, after all but they remain somewhat taboo in Germany. And that taboo is precisely the point. Only the fringes would be brazen enough to champion a nationalist identity. But that risks letting those fringes",0.072129376
74,24,Who challenged Germany's national atonement for the Holocaust and Nazi crimes during a speech in Dresden?,3,17765,"for asserting a strong national identity are not pernicious on their own all nations have identities, after all but they remain somewhat taboo in Germany. And that taboo is precisely the point. Only the fringes would be brazen enough to champion a nationalist identity. But that risks letting those fringes define its contours. Mr. H'cke, for instance, disavowed a famous 1985 speech by Richard von Weizsacker, then the president of Germany, that called for the Allied victory to be seen as the liberation of the German people, not as their defeat. Mr. H'cke called Mr. Weizsacker's address a speech against his own people, and not for his own people. Since 2015, when Germany received nearly a million asylum seekers, Alternative for Germany has sought to portray national identity as under threat from migration and multiculturalism. Establishment parties and other enemies, Mr. H'cke told the crowd, are liquidating our beloved German fatherland, like a piece of soap under warm running water. But we, we beloved friends, we patriots, we will close this open tap, and we will win back our Germany, piece by piece. Yascha Mounk, a lecturer at Harvard and a fellow at the Transatlantic Academy of the German Marshall Fund, said Germany had a style of government that could leave an especially wide opening for fringe parties. Because the German parties tend to govern in a grand, coalition, voters often see little change when parties shift in and out. Politics in Germany usually play out in quiet, polite negotiations among members of the coalition, rather than in dramatic, public clashes between competing parties. The coalition blocks fringe parties like Alternative for Germany, which can then paint mainstream politics as an elite conspiracy to impose unpopular policies and to shut down real debate. The crowd, at one point, chanted a line Mr. W'lder has also used: We are the outsiders. It was a jarring moment, as many of the outsiders? were young, white and wore suits and ties seemingly the definition of an insider in Germany. Because these young Germans say that the political establishment has denied them sufficient pride in their national identity, they feel as if they are being oppressed, even though they have every right and live in a country that has one of Europe's economies. But young and old supporters of Alternative for Germany seemed to find something at Tuesday's rally that is not common among politics: a sense of impending victory. Not in the sense that they would oust Ms. Merkel's government this fall she is likely to retain power but in the belief that their movement would quickly shape and perhaps one day overcome a system that they see as denying them their German pride. Mr. Mounk said that the rise of extremist voices may have been inevitable, given the failure of mainstream parties to satisfy the desires for national and for charismatic politics. That left an opening for Mr. H'cke to deliver a message beyond the usual gripes about being too ashamed of",-3.4063966
75,25,"What trend did Jerry Silverman, the president and chief executive of the Jewish Federations of North America, describe as disturbing?",1,17502,"The morning rush at the Jewish community center in Columbia, S. C. had subsided when the phone rang on Monday. The caller, an woman, in a loud screaming voice kept saying there's a bomb, said Barry A. Abels, the center's executive director. At roughly the same time, a woman dialed the Jewish community center in Rockville, Md. nearly 500 miles away, and said there was a bomb. Not long after, a man called a Jewish organization in Wilmington, Del. He, too, warned of a bomb. Similar threats, which turned out to be unfounded, were reported all over the Eastern United States on Monday, at as many as 16 Jewish community facilities, one advocacy group estimated. Time and time again, the police responded, buildings were evacuated and, after tense waits, the centers and schools reopened. Federal law enforcement officials did not definitively link the threats, but the episodes rattled nerves, and raised deep concern and little doubt that the phone calls had been orchestrated. My personal take is it's a statement of where we are in this country, said Michael Feinstein, the chief executive of the Bender Jewish Community Center of Greater Washington, in Rockville. There's some thought amongst some people that hate speech and hate crimes are O. K. and is O. K. and I think that is reflective of sort of the political discourse that we've had in this country. Mr. Feinstein said about 300 people had been in the Rockville center when the threat was made, including about 200 preschoolers. After the threat in Delaware, parents were called to pick up preschool and day school students. In South Carolina, Mr. Abels said staff members and patrons attending exercise classes had to leave. About three hours later, he said, the authorities said it was safe to return, leaving many to wonder what had happened. It could be anything from hate groups to a terrorist situation, Mr. Abels said. I think it's probably more on the hate group side, because it was just a scare. He said he believed it was designed to be psychologically disorienting and scary and just disruptive. Jerry Silverman, the president and chief executive of the Jewish Federations of North America, said the threats were part of a disturbing trend toward normalizing hate speech. It was less than three years ago that a former Ku Klux Klan leader killed three people outside Jewish facilities in Overland Park, Kan. And in November, after the presidential election, the League posted a warning about a reported uptick in hate speech and . Some members of the a fringe movement that embraces elements of racist and positions, perceived the victory of Donald J. Trump as validation for their cause and have become increasingly visible in recent months. Mr. Trump, who has a Jewish daughter and has disavowed the . Mr. Silverman said Monday's cases were part of a broader coordinated effort? to intimidate Jews. He said that Jewish organizations nationwide had instituted emergency protocols, and that leaders were communicating with",5.7220163
76,25,"What trend did Jerry Silverman, the president and chief executive of the Jewish Federations of North America, describe as disturbing?",2,17502,"have become increasingly visible in recent months. Mr. Trump, who has a Jewish daughter and has disavowed the . Mr. Silverman said Monday's cases were part of a broader coordinated effort? to intimidate Jews. He said that Jewish organizations nationwide had instituted emergency protocols, and that leaders were communicating with one another on Monday as the threats were reported. We've seen this at Jewish community centers over the last year, Mr. Silverman said. We've seen it at Jewish day schools. We've seen it at synagogues. It's all about training and preparedness, he added. Law enforcement agencies in Nashville Jacksonville, Fla. and Tenafly, N. J. were among those confirming on Monday that they had responded to and cleared bomb threats at Jewish centers. An F. B. I. spokeswoman said the bureau was aware of bomb threats? and had been in touch with the local police. We understand there were similar threats around the country, said Tzipora Cohen, of the Jewish Community Center in Tenafly. I guess these are the times we live in.",-1.3452002
77,25,"What trend did Jerry Silverman, the president and chief executive of the Jewish Federations of North America, describe as disturbing?",3,17919,"than to the solution and the requirements for peace and stability, Hanan Ashrawi, a member of the Palestine Liberation Organization's executive committee, said in a statement. It is evident that Israel is exploiting the inauguration of the new American administration to escalate its violations and the prevention of any existence of a Palestinian state, she added, calling on the United States and other international players to take concrete measures against Israeli settlement activities. Israel's campaign of settlement construction has brought widespread criticism. A month ago, the United Nations Security Council passed a resolution condemning Israel's settlements in the West Bank and East Jerusalem as having no legal validity and constituting a flagrant violation under international law? after the Obama administration decided not to veto the measure. Days later, the departing secretary of state, John Kerry, rebuked Israel's settlement activities in an impassioned speech, saying, The status quo is leading toward one state and perpetual occupation. But with Israel's occupation of the West Bank in its 50th year, the Israeli government, dominated by and religious parties, is clearly expecting a friendlier approach from the White House after years of tension with the Obama administration. David M. Friedman, the bankruptcy lawyer President Trump has nominated as his ambassador to Israel, has led a arm of the settlement movement and has dismissed the idea of a Palestinian state alongside Israel. He has declared that he intends to work in Jerusalem, not Tel Aviv, where the American Embassy has been for decades, under the State Department's insistence that the holy city's status be determined as part of a broader deal between Israel and the Palestinians. It was not immediately clear whether the Israeli announcement had been coordinated in advance with Mr. Trump's team. But beyond Mr. Netanyahu's apparent attempt to chart a new course with Mr. Trump, he is also under intense pressure from the right flank of his governing coalition to demonstrate where his domestic loyalties lie. Naftali Bennett, the education minister and leader of the staunchly Jewish Home party, has been goading the prime minister to seize the moment and take the extreme step of beginning a process of annexing the West Bank settlements to Israel. Netanyahu is facing a historic decision: sovereignty or Palestine, Mr. Bennett said on Monday. We urge Netanyahu, don't miss an opportunity that comes along once every 50 years. Mr. Netanyahu appeared to postpone any discussion of annexation: This is no time for decisions or political dictations, and this is no time for surprises. This, he added, is the time for considered, responsible diplomacy among friends. The prime minister's office said that in a phone conversation with Mr. Trump on Sunday, Mr. Netanyahu discussed the peace process and hoped to forge a common vision? with Mr. Trump to advance peace and security in the region, with no daylight between the United States and Israel. No more details were given. The peace process has been at an impasse since the last round of talks collapsed in the spring",-7.675844
78,26,What significant event in Tom Casperson's political career was influenced by the DeVos family's opposition?,1,17500,"After Tom Casperson, a Republican state senator from Michigan's Upper Peninsula, began running for Congress in 2016, he assumed the family of Betsy DeVos, Donald J. Trump's nominee to be education secretary, would not oppose him. The DeVoses, a dominant force in Michigan politics for decades with a fortune in the billions, had contributed to one of Mr. Casperson's earlier campaigns. But a week before his primary, family members sent $24, 000 to one of his opponents, then poured $125, 000 into a super PAC, Concerned Taxpayers of America, that ran ads attacking him. The reason, an intermediary told Mr. Casperson: his support from organized labor. Deceitful, dishonest and cowardly, was how Mr. Casperson's campaign described the ads, complaining that the groups running them won't say who they are or where their money is coming from. On Primary Day, Mr. Casperson went down to defeat. In announcing his intention to nominate Ms. DeVos, Mr. Trump described her as a brilliant and passionate education advocate. Even critics characterized her as a dedicated, if misguided, activist for school reform. But that description understates both the breadth of Ms. DeVos's political interests and the influence she wields as part of her powerful family. More than anyone else who has joined the incoming Trump administration, she represents the combination of wealth, ideology and political hardball associated with a family of billionaires: Charles and David Koch. They have this moralized sense of the free market that leads to this total program to turn back the ideas of the New Deal, the welfare state, Kim a historian who has written extensively about the conservative movement, said, describing the DeVoses. Ms. DeVos declined to be interviewed for this article. Like the Kochs, the DeVoses are generous supporters of think tanks that evangelize for unrestrained capitalism, like Michigan's Acton Institute, and that rail against unions and back privatizing public services, like the Mackinac Center. They have also funded national groups dedicated to cutting back the role of government, including the National Center for Policy Analysis (which has pushed for Social Security privatization and against environmental regulation) and the Institute for Justice (which challenges regulations in court and defends school vouchers). Both organizations have also received money from the Koch family. Indeed, the DeVoses? education activism, which favors alternatives to traditional public schools, appears to derive from the same views that inform their suspicion of government. And perhaps more than other billionaires, the DeVoses couple their seeding of ideological causes with an aggressive brand of political spending. Half a dozen or more extended family members frequently coordinate contributions to maximize their impact. In the 2016 cycle alone, according to the Michigan Campaign Finance Network, the family spent roughly $14 million on political contributions to state and national candidates, parties, PACs and super PACs. All of this would make Ms. DeVos whose confirmation hearing has been delayed until next week amid mounting pressure that her government ethics review be completed beforehand very different from past education secretaries. She is the",3.582
